"dataResourceUid","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinates","verbatimLatitude","verbatimLatitude","verbatimLongitude","verbatimLongitude","verbatimCoordinateSystem","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","verbatimBasisOfRecord","measurementDeterminedDate","videos","species","relationshipAccordingTo","resourceRelationshipID","measurementRemarks","measurementValue","relationshipRemarks","resourceID","relationshipEstablishedDate","identifierRole","relationshipOfResource","measurementMethod","provenance","sounds","recordID","rights","source","verbatimScientificName","verbatimContinent","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","images","dcterms:type"
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","45345140-20fe-11e3-9e2e-000c29035824","MA-01-00432123","","","","","","","","","","","PRESENT","","","","","","","MA-432123-1","","","","","","","","","","","","","1979-02-14T23:00:00Z","","","","1979","2","15","15021979","en arenales fijados","","","","","","","","","","","","","","Spain","ES","","","","Cabo de Gata. Próximo a Torre García","Cabo de Gata. Próximo a Torre García","","","","","","","","","","","","36.7721","-2.3289","EPSG:4326","","","","","36.7721","","-2.3289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d1d77486-2022-4a3b-a755-689ff923da45","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","1bceb690-6796-4b32-abbc-ad689b6ad6bf","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","3793165d-20fe-11e3-9e2e-000c29035824","MA-01-00258442","","Socorro","","","","","","","","","PRESENT","","","","","","","MA-258442-1","","","","","","","","","","","","","1981-01-29T23:00:00Z","","","","1981","1","30","30011981","dunas fósiles nitrificadas","","","","","","","","","","","","","","Spain","ES","","","","Entre El Alquián y Cabo de Gata, cerca de Torre García","Entre El Alquián y Cabo de Gata, cerca de Torre García","","","","","","","","","","","","36.7721","-2.3289","EPSG:4326","","","","","36.7721","","-2.3289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0dee2e22-1a49-40a9-83c6-264eb28359dd","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","f3d4d4b9-aefb-443c-97dc-654d3a353521","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","312b47e9-20fe-11e3-9e2e-000c29035824","MA-01-00162230","","Bellot","","","","","","","","","PRESENT","","","","","","","MA-162230-1","","","","","","","","","","","","","1943-01-13T23:00:00Z","","","","1943","1","14","14011943","","","","","","","","","","","","","","","Spain","ES","","","","El Alquián","El Alquián","","","","","","","","","","","","36.8444","-2.3731","EPSG:4326","","","","","36.8444","","-2.3731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c3e521d1-0696-4725-86cd-3f4f180843d2","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","c92c4849-8a93-4795-8745-e146b33c5022","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","3128d147-20fe-11e3-9e2e-000c29035824","MA-01-00162051","","","","","","","","","","","PRESENT","","","","","","","MA-162051-1","","","","","","","","","","","","","","","","","1946","","","00001946","","","","","","","","","","","","","","","Spain","ES","","","","Cerro de la Alcazaba","Cerro de la Alcazaba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e379382e-2452-4f2a-8de5-8bd1ce42229b","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","005ba850-6f43-47b8-9b12-e3fec149c97e","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","45843c91-20fe-11e3-9e2e-000c29035824","MA-01-00433688","","Soler, A.","","","","","","","","","PRESENT","","","","","","","MA-433688-1","","","","","","","","","","","","","1973-12-26T23:00:00Z","","","","1973","12","27","27121973","","","","","","","","","","","","","","","Spain","ES","","","","Cerro de San Cristobal","Cerro de San Cristobal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a714ad02-93db-4646-8be5-f07571b6bd8e","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","2edb3bae-9cc3-4d22-b8af-fc855a126364","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","40be29dd-20fe-11e3-9e2e-000c29035824","MA-01-00372311","","Soler, A.","","","","","","","","","PRESENT","","","","","","","MA-372311-1","","","","","","","","","","","","","1973-12-26T23:00:00Z","","","","1973","12","27","27121973","","","","","","","","","","","","","","","Spain","ES","","","","Cerro de San Cristobal","Cerro de San Cristobal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ba0a3ccf-fce7-4133-86dd-ca057fb1883f","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","0aebdde6-6e53-4e95-84f7-298088b5f133","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","270f423a-20fe-11e3-9e2e-000c29035824","MA-01-00020103","","Jiménez, Francisco","","","","","","","","","PRESENT","","","","","","","MA-20103-1","","","","","","","","","","","","","","","","","1947","4","","00041947","","","","","","","","","","","","","","","Spain","ES","","","","Lugares áridos del Cerro de la Alcazaba","Lugares áridos del Cerro de la Alcazaba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","01e23a39-007a-41c2-8a65-ee4a9065b827","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","4fac9a5b-5ded-4e82-bcc5-45e75e5bd2e6","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","63c42507-20fe-11e3-9e2e-000c29035824","MA-01-00805100","17089","","","","","","","","","","PRESENT","","","","","","","MA-805100-1","","","","","","","","","","","","","2010-01-04T23:00:00Z","","","","2010","1","5","5-I-2010","Habitat: claros de espartal sobre suelos arenosos","","","","","","","","","","","","","","Spain","ES","","","","pr. Retamar, rambla de las Amoladeras","pr. Retamar, rambla de las Amoladeras","","","","","","","","","","","","36.82","-2.249444","EPSG:4326","","","","","36.82","","-2.2494444444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e869eef1-9a50-400e-bd21-477dfc35a03b","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","e0bb52bf-c381-410f-a419-b39ae4d6a974","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","45855dea-20fe-11e3-9e2e-000c29035824","MA-01-00433805","","Jiménez, E. | Rivas","","","","","","","","","PRESENT","","","","","","","MA-433805-1","","","","","","","","","","","","","1946-03-14T23:00:00Z","","","","1946","3","15","15031946","","","","","","","","","","","","","","","Spain","ES","","","","Cerro de la Alcazaba","Cerro de la Alcazaba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5b5e6b66-4965-4815-ae8d-0875ccd9b7aa","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","287cca11-a1cd-4409-a4e5-d73dd22215b7","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","270d5053-20fe-11e3-9e2e-000c29035824","MA-01-00020097","","Zaza, M.","","","","","","","","","PRESENT","","","","","","","MA-20097-1","","","","","","","","","","","","","1949-03-22T23:00:00Z","","","","1949","3","23","23031949","","","","","","","","","","","","","","","Spain","ES","","","","Alrededores de Almería","Alrededores de Almería","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2052d0c1-5ac4-452b-a8b6-63e469019351","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","d6e6cc39-545c-4dc5-9f06-a7b583728e1b","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","30913b46-20fe-11e3-9e2e-000c29035824","MA-01-00156251","","","","","","","","","","","PRESENT","","","","","","","MA-156251-1","","","","","","","","","","","","","","","","","1946","","","00001946","","","","","","","","","","","","","","","Spain","ES","","","","Cerro de la Alcazaba","Cerro de la Alcazaba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1c98e53d-03e7-4812-9ed2-4f27e4178feb","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","0fdc9b73-342c-4be9-874d-9eca2f0dd70a","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","270d522d-20fe-11e3-9e2e-000c29035824","MA-01-00020098","","","","","","","","","","","PRESENT","","","","","","","MA-20098-1","","","","","","","","","","","","","1932-02-21T00:00:00Z","","","","1932","2","21","21021932","","","","","","","","","","","","","","","Spain","ES","","","","Cerro de San Cristobal","Cerro de San Cristobal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96316a09-20fe-11e3-9e2e-000c29035824","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","007078ed-499b-4117-be71-8706f5abb05a","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","3f565932-20fe-11e3-9e2e-000c29035824","MA-01-00349514","","","","","","","","","","","PRESENT","","","","","","","MA-349514-1","","","","","","","","","","","","","1944-11-15T23:00:00Z","","","","1944","11","16","16111944","","","","","","","","","","","","","","","Spain","ES","","","","[Sin localidad]","[Sin localidad]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b05c02b8-20fe-11e3-9e2e-000c29035824","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","028a5239-c1e5-4254-968e-9a5fd8aae708","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","452d4c3c-20fe-11e3-9e2e-000c29035824","MA-01-00431694","","","","","","","","","","","PRESENT","","","","","","","MA-431694-1","","","","","","","","","","","","","1931-06-18T00:00:00Z","","","","1931","6","18","18061931","","","","","","","","","","","","","","","Spain","ES","","","","Cerro de San Cristobal","Cerro de San Cristobal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b515c35d-20fe-11e3-9e2e-000c29035824","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","61d1feec-33b8-40fd-b3c7-ed63dc617766","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","453e35a2-20fe-11e3-9e2e-000c29035824","MA-01-00433123","","Barra, A.","","","","","","","","","PRESENT","","","","","","","MA-433123-1","","","","","","","","","","","","","1982-03-05T23:00:00Z","","","","1982","3","6","06031982","roquedos calizos, laderas margosas","","","","","","","","","","","","","","Spain","ES","","","","Barranco del Caballar","Barranco del Caballar","","110.0","","","","","","","","","","36.8449","-2.4629","EPSG:4326","","","","","36.8449","","-2.4629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c8d612d6-5118-409e-9853-8e5c9abf522b","","","","2012-03-01","","","Revisado para Flora iberica","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","4e6582ef-2223-4af1-9be1-264f61b2108b","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr286","","","CC-BY-NC 4.0 (Int)","","","","","0363cbd4-f666-455e-8e86-0bbddcf51950","","834c9918-f762-11e1-a439-00145eb45e9a","MA","MA","","MA","PRESERVED_SPECIMEN","","","","270d56aa-20fe-11e3-9e2e-000c29035824","MA-01-00020099","","","","","","","","","","","PRESENT","","","","","","","MA-20099-1","","","","","","","","","","","","","1931-01-23T00:00:00Z","","","","1931","1","23","23011931","","","","","","","","","","","","","","","Spain","ES","","","","Cerro de San Cristobal","Cerro de San Cristobal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","963176d4-20fe-11e3-9e2e-000c29035824","","","","2012-03-01","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","europaeum","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","35ca1b2a-652e-4a2c-8f7f-797297244677","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","","","",""
"dr603","","","CC-BY-NC 4.0 (Int)","Stichting Observation International","","","","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","","8a863029-f435-446a-821e-275f4f641165","GBIF.ES","GBIF-REPATRIADOS","","","HUMAN_OBSERVATION","","","","4057030202","OBS.261212650","","User 41354","1000","","","","","","","","PRESENT","","","","","","","https://observation.org/observation/261212650","Observations","","","","9758f198-0664-4767-ab86-88547c3acea2","","Androcymbium europaeum","","","","","","2022-12-21T23:00:00Z","","","","2022","12","22","","","","","","","","","","","","","","","","Spain","ES","","","","Spain - Cabo de Gata-Níjar","Spain - Cabo de Gata-Níjar","","","","","","","","","","","","36.732822","-2.146407","EPSG:4326","2.0","","","","36.732822","","-2.146407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","HumanObservation","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","e1b9599f-5ad1-4463-b85d-616574e6031f","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC-BY-NC 4.0 (Int)","Stichting Observation International","","","","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","","8a863029-f435-446a-821e-275f4f641165","GBIF.ES","GBIF-REPATRIADOS","","","HUMAN_OBSERVATION","","","","4058003990","OBS.262475796","","User 84067","100000","","","","","","","","PRESENT","","","","","","","https://observation.org/observation/262475796","Observations","","","","","","Androcymbium europaeum","","","","","","2023-01-21T23:00:00Z","","","","2023","1","22","","","","","","","","","","","","","","","","Spain","ES","","","","Spain - Almería","Spain - Almería","","","","","","","","","","","","36.85006","-2.232942","EPSG:4326","25.0","","","","36.85006","","-2.232942","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","HumanObservation","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","5dd4cdbe-dc48-4037-b191-5ebf6a602b8b","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC0","","","","","57254bd0-8256-11d8-b7ed-b8a03c50a862","","85714c48-f762-11e1-a439-00145eb45e9a","GBIF.ES","GBIF-REPATRIADOS","","B","PRESERVED_SPECIMEN","","","","144834166","B 10 0167617","","Sennen","","","","","","","","","PRESENT","","","","","","","https://herbarium.bgbm.org/object/B100167617","Herbarium Berolinense","","","","","","Androcymbium europaeum (Lange) K.Richt.","","","","","","1932-02-21T00:00:00Z","","","","1932","2","21","","","","","","","","","","","","","","","","Spain","ES","","","","Spain: Almeria: Cerro de San Cristóbal. 21.02.1932, Leg.: Fr. Sennen s.n.","Spain: Almeria: Cerro de San Cristóbal. 21.02.1932, Leg.: Fr. Sennen s.n.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","W. Greuter","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","088843ed-f1be-4f60-8a86-a5012eb3f679","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC-BY-NC 4.0 (Int)","Stichting Observation International","","","","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","","8a863029-f435-446a-821e-275f4f641165","GBIF.ES","GBIF-REPATRIADOS","","","HUMAN_OBSERVATION","","","","4057968854","OBS.261711365","","User 86092","1000","","","","","","","","PRESENT","","","","","","","https://observation.org/observation/261711365","Observations","","","","e1b9599f-5ad1-4463-b85d-616574e6031f","","Androcymbium europaeum","","","","","","2022-12-21T23:00:00Z","","","","2022","12","22","","","","","","","","","","","","","","","","Spain","ES","","","","Spain - Cabo de Gata-Níjar","Spain - Cabo de Gata-Níjar","","","","","","","","","","","","36.732822","-2.146407","EPSG:4326","2.0","","","","36.732822","","-2.146407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","HumanObservation","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","9758f198-0664-4767-ab86-88547c3acea2","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC0","Gothenburg Botanical Garden, Sweden","","","","605216c1-db1e-45f1-b788-0410dbf7be96","","ea05dcbd-0d05-4785-9313-0ec68cb90426","GBIF.ES","GBIF-REPATRIADOS","","GBG","LIVING_SPECIMEN","","","","1710111995","1992-2532/1","KP 540","","","","","","","","","","PRESENT","","","","","","","urn:uuid:1372A81C-834A-42F8-BB34-0D22CF90402A","GBG","","","","","","Androcymbium europaeum","","","","","","","","","","","","","","","","","","","","","","","","","","","","Spain","ES","","","","Cabo da Gata, Retamar","Cabo da Gata, Retamar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","LivingSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","1d960c01-e6dc-4944-9b91-22e1f77381e2","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
